"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient"	"Heat_Flux"	"Y_Plus"
22	2.053397939156306e-01	5.767297260920276e-02	9.339025549609580e-05	0.000000000000000e+00	0.000000000000000e+00	2.004746403919867e+01	8.018985615679465e+00	2.991219037521343e+02	-4.463716352303929e-01	0.000000000000000e+00	0.000000000000000e+00	5.694381315393642e-02	-1.078687074610335e-03	2.044398083725063e-02	
23	2.475460822652306e-01	5.934870275736510e-02	9.364702449822533e-05	0.000000000000000e+00	0.000000000000000e+00	2.010561146611894e+01	8.042244586447577e+00	2.991669676803953e+02	-4.310921141730044e-01	0.000000000000000e+00	0.000000000000000e+00	4.698434689868472e-02	-8.227257111429621e-04	1.857894561470729e-02	
24	2.945703574412808e-01	6.001092179226845e-02	9.399847736074374e-05	0.000000000000000e+00	0.000000000000000e+00	2.018497229613780e+01	8.073988918455118e+00	2.992248621631983e+02	-4.102383027899590e-01	0.000000000000000e+00	0.000000000000000e+00	3.854147363769284e-02	-6.082810688412354e-04	1.684723176056733e-02	
25	3.458610353322331e-01	5.956772258312196e-02	9.441396547156055e-05	0.000000000000000e+00	0.000000000000000e+00	2.027866241852169e+01	8.111464967408674e+00	2.992908249865310e+02	-3.856191532651379e-01	0.000000000000000e+00	0.000000000000000e+00	3.146643465942560e-02	-4.360375194165883e-04	1.524902445353760e-02	
26	4.005384951103617e-01	5.800996847422149e-02	9.486361637539386e-05	0.000000000000000e+00	0.000000000000000e+00	2.037998222493075e+01	8.151992889972297e+00	2.993604760511128e+02	-3.589951357023277e-01	0.000000000000000e+00	0.000000000000000e+00	2.561966935809189e-02	-3.037261150981200e-04	1.378839033775545e-02	
27	4.574322489186246e-01	5.541934488431295e-02	9.532071886830500e-05	0.000000000000000e+00	0.000000000000000e+00	2.048294888248748e+01	8.193179552994991e+00	2.994301368887345e+02	-3.319383716170645e-01	0.000000000000000e+00	0.000000000000000e+00	2.085783042755567e-02	-2.062842448286009e-04	1.246966103010927e-02	
28	5.151676454924479e-01	5.195820151382688e-02	9.576380690232318e-05	0.000000000000000e+00	0.000000000000000e+00	2.058275704913040e+01	8.233102819652160e+00	2.994970039237714e+02	-3.057115707990210e-01	0.000000000000000e+00	0.000000000000000e+00	1.702798893437424e-02	-1.368692804027823e-04	1.129342399188092e-02	
29	5.722912085583375e-01	4.784462799667154e-02	9.617759366412496e-05	0.000000000000000e+00	0.000000000000000e+00	2.067597707948949e+01	8.270390831795796e+00	2.995590687001967e+02	-2.812159483393217e-01	0.000000000000000e+00	0.000000000000000e+00	1.397249599309612e-02	-8.835830762167600e-05	1.025415724233232e-02	
30	6.274119461664216e-01	4.332028299388705e-02	9.655291418178888e-05	0.000000000000000e+00	0.000000000000000e+00	2.076054432680404e+01	8.304217730721616e+00	2.996150926979134e+02	-2.589940357879782e-01	0.000000000000000e+00	0.000000000000000e+00	1.153722993514596e-02	-5.452950139782956e-05	9.339240023269696e-03	
31	6.793303541718483e-01	3.861986215905402e-02	9.688590835697787e-05	0.000000000000000e+00	0.000000000000000e+00	2.083557998494223e+01	8.334231993976891e+00	2.996645127185026e+02	-2.392767588713344e-01	0.000000000000000e+00	0.000000000000000e+00	9.583303632921893e-03	-3.075154678293474e-05	8.530921353473473e-03	
32	7.271310437432807e-01	3.394866821151123e-02	9.717610228069839e-05	0.000000000000000e+00	0.000000000000000e+00	2.090096629659172e+01	8.360386518636687e+00	2.997072342740577e+02	-2.220950609247834e-01	0.000000000000000e+00	0.000000000000000e+00	7.988886090584325e-03	-1.407392361576873e-05	7.806428410849425e-03	
33	7.702258399165343e-01	2.947009979984740e-02	9.742613091324636e-05	0.000000000000000e+00	0.000000000000000e+00	2.095733347973132e+01	8.382933391892527e+00	2.997442805045847e+02	-2.072833382511734e-01	0.000000000000000e+00	0.000000000000000e+00	6.655546064890941e-03	-2.572031738354896e-06	7.141508435046596e-03	
34	8.083480913994056e-01	2.530187009116070e-02	9.764059711362189e-05	0.000000000000000e+00	0.000000000000000e+00	2.100575693655047e+01	8.402302774620185e+00	2.997769563118808e+02	-1.945590051666828e-01	0.000000000000000e+00	0.000000000000000e+00	5.530341448898750e-03	4.933270846314644e-06	6.525507423522011e-03	
35	8.415096603631895e-01	2.151822722931942e-02	9.782367241619342e-05	0.000000000000000e+00	0.000000000000000e+00	2.104716245975848e+01	8.418864983903390e+00	2.998057287892960e+02	-1.836787891836715e-01	0.000000000000000e+00	0.000000000000000e+00	4.600875798951317e-03	9.200619551629932e-06	5.967456944029079e-03	
36	8.699369993088477e-01	1.815585535030554e-02	9.797865052773524e-05	0.000000000000000e+00	0.000000000000000e+00	2.108225689556242e+01	8.432902758224966e+00	2.998306209191688e+02	-1.744569508450870e-01	0.000000000000000e+00	0.000000000000000e+00	3.867562770207396e-03	1.097787266911647e-05	5.487234591098951e-03	
37	8.940018999317612e-01	1.522142667136382e-02	9.810822035590451e-05	0.000000000000000e+00	0.000000000000000e+00	2.111162340631394e+01	8.444649362525572e+00	2.998517370205920e+02	-1.667402513593985e-01	0.000000000000000e+00	0.000000000000000e+00	3.323844795902269e-03	1.103062039852734e-05	5.103971358701679e-03	
38	9.141582763925777e-01	1.269962288189076e-02	9.821494160874913e-05	0.000000000000000e+00	0.000000000000000e+00	2.113583711763242e+01	8.454334847052966e+00	2.998694528705083e+02	-1.603775637640293e-01	0.000000000000000e+00	0.000000000000000e+00	2.948659791905111e-03	1.005612840625373e-05	4.826175928700820e-03	
39	9.308911329845391e-01	1.056055055749811e-02	9.830156912216138e-05	0.000000000000000e+00	0.000000000000000e+00	2.115552523997551e+01	8.462210095990201e+00	2.998842787019409e+02	-1.552040746544577e-01	0.000000000000000e+00	0.000000000000000e+00	2.709649909028484e-03	8.595649237275520e-06	4.648116274575106e-03	
40	9.446795211497000e-01	8.765931985443192e-03	9.837107311468360e-05	0.000000000000000e+00	0.000000000000000e+00	2.117136119709299e+01	8.468544478837194e+00	2.998967153484596e+02	-1.510428270626737e-01	0.000000000000000e+00	0.000000000000000e+00	2.571754438676537e-03	7.008193314961078e-06	4.553926537397897e-03	
41	9.559724935014096e-01	7.274098528893312e-03	9.842645155546740e-05	0.000000000000000e+00	0.000000000000000e+00	2.118402233820460e+01	8.473608935281836e+00	2.999072289023434e+02	-1.477158325167137e-01	0.000000000000000e+00	0.000000000000000e+00	2.506320119316844e-03	5.502224903652396e-06	4.526643965302404e-03	
42	9.651755766438204e-01	6.043344719167192e-03	9.847048704932855e-05	0.000000000000000e+00	0.000000000000000e+00	2.119413695583324e+01	8.477654782333296e+00	2.999162429413929e+02	-1.450579932754990e-01	0.000000000000000e+00	0.000000000000000e+00	2.496586978993423e-03	4.182432458479401e-06	4.556108228145400e-03	
43	9.726450622422806e-01	5.034363952143035e-03	9.850555090913620e-05	0.000000000000000e+00	0.000000000000000e+00	2.120223939063271e+01	8.480895756253080e+00	2.999241012730889e+02	-1.429288995272203e-01	0.000000000000000e+00	0.000000000000000e+00	2.538572302835132e-03	3.085742388560092e-06	4.642171328577208e-03	
44	9.786875164848448e-01	4.211455573791750e-03	9.853353717861751e-05	0.000000000000000e+00	0.000000000000000e+00	2.120875390152743e+01	8.483501560610970e+00	2.999310417168014e+02	-1.412170678664489e-01	0.000000000000000e+00	0.000000000000000e+00	2.637418811130130e-03	2.207349971772495e-06	4.792535511709255e-03	
45	9.835625254934304e-01	3.543115101026398e-03	9.855591713707377e-05	0.000000000000000e+00	0.000000000000000e+00	2.121400710435389e+01	8.485602841741553e+00	2.999372068816119e+02	-1.398366727663243e-01	0.000000000000000e+00	0.000000000000000e+00	2.803178051506411e-03	1.519578206718127e-06	5.019184573179086e-03	
46	9.874871791522700e-01	3.002168293043232e-03	9.857384164816814e-05	0.000000000000000e+00	0.000000000000000e+00	2.121825239405936e+01	8.487300957623743e+00	2.999426784833262e+02	-1.387211291062676e-01	0.000000000000000e+00	0.000000000000000e+00	3.048777013198892e-03	9.849837595979612e-07	5.336626306200423e-03	
47	9.906412658960768e-01	2.565544476111811e-03	9.858819397681451e-05	0.000000000000000e+00	0.000000000000000e+00	2.122168373424333e+01	8.488673493697329e+00	2.999475118560395e+02	-1.378194686653367e-01	0.000000000000000e+00	0.000000000000000e+00	3.390707316156801e-03	5.642314039761657e-07	5.762858059824461e-03	
48	9.931725472972576e-01	2.213917020638629e-03	9.859961157286454e-05	0.000000000000000e+00	0.000000000000000e+00	2.122444194605053e+01	8.489776778420211e+00	2.999517587429007e+02	-1.370946875766272e-01	0.000000000000000e+00	0.000000000000000e+00	3.848229267876009e-03	2.190902045184093e-07	6.319487237189616e-03	
49	9.952017286678911e-01	1.931237949274479e-03	9.860969852871149e-05	0.000000000000000e+00	0.000000000000000e+00	2.122687646863377e+01	8.490750587453508e+00	2.999554782261267e+02	-1.364549629826850e-01	0.000000000000000e+00	0.000000000000000e+00	4.436132606139675e-03	-8.946679578878391e-08	7.027523004176446e-03	
50	9.968269482938088e-01	1.704325704812442e-03	9.862565316297597e-05	0.000000000000000e+00	0.000000000000000e+00	2.123054187444266e+01	8.492216749777064e+00	2.999587417521595e+02	-1.354917966276613e-01	0.000000000000000e+00	0.000000000000000e+00	5.227597453019800e-03	-4.322563776095038e-07	7.955892808444128e-03	
51	9.981276904925003e-01	1.522389919938369e-03	9.865672533669782e-05	0.000000000000000e+00	0.000000000000000e+00	2.123743612260711e+01	8.494974449042841e+00	2.999616447136337e+02	-1.336801806098472e-01	0.000000000000000e+00	0.000000000000000e+00	6.773874933288757e-03	-1.094044396839728e-06	9.472962399990176e-03	
52	9.991681384441087e-01	1.376646267960481e-03	9.865473390682826e-05	0.000000000000000e+00	0.000000000000000e+00	2.123720043364166e+01	8.494880173456661e+00	2.999643707114236e+02	-1.337421130925268e-01	0.000000000000000e+00	0.000000000000000e+00	1.076046068956226e-02	-4.288682723213480e-06	1.189685580143614e-02	
53	1.770938670700321e-04	-9.841939657639555e-04	1.206127984408391e-04	0.000000000000000e+00	0.000000000000000e+00	2.625053239388526e+01	1.050021295755410e+01	3.032739155759763e+02	1.183621617537263e+00	0.000000000000000e+00	0.000000000000000e+00	1.165067788551193e-02	5.304812104409110e-05	1.362009143453465e-02	
54	3.985107010596989e-04	-2.214711518610739e-03	1.204480960800227e-04	0.000000000000000e+00	0.000000000000000e+00	2.621437660433918e+01	1.048575064173567e+01	3.032703353376768e+02	1.174120885054752e+00	0.000000000000000e+00	0.000000000000000e+00	2.636477944485417e-02	4.214613080511146e-05	1.975629897528830e-02	
55	6.751903686324968e-04	-3.752350646266361e-03	1.202659242730046e-04	0.000000000000000e+00	0.000000000000000e+00	2.617107358108844e+01	1.046842943243537e+01	3.032279862979518e+02	1.162742059014600e+00	0.000000000000000e+00	0.000000000000000e+00	6.933567260660652e-02	-1.196117662810190e-05	3.047674524311012e-02	
56	1.047316101664145e-03	-5.664270167515467e-03	1.194462704660790e-04	0.000000000000000e+00	0.000000000000000e+00	2.598314949265586e+01	1.039325979706234e+01	3.031164699437145e+02	1.113360853027054e+00	0.000000000000000e+00	0.000000000000000e+00	1.479520694792507e-01	-1.841765490985498e-04	4.196911227972359e-02	
57	2.041387917534347e-03	-7.885551751359536e-03	1.176252139132054e-04	0.000000000000000e+00	0.000000000000000e+00	2.556847221283048e+01	1.022738888513219e+01	3.028968025828285e+02	1.004395236409153e+00	0.000000000000000e+00	0.000000000000000e+00	2.013393406226813e-01	-9.421582315988639e-04	4.746976555486469e-02	
58	3.647693398582074e-03	-1.045616752296861e-02	1.154508260601076e-04	0.000000000000000e+00	0.000000000000000e+00	2.507042297845424e+01	1.002816919138169e+01	3.025902660647685e+02	8.735217968208212e-01	0.000000000000000e+00	0.000000000000000e+00	2.400052403047168e-01	-1.746562000200099e-03	5.032406719535275e-02	
59	6.036884450620806e-03	-1.337539777438219e-02	1.128034699928972e-04	0.000000000000000e+00	0.000000000000000e+00	2.446410341851941e+01	9.785641367407761e+00	3.022018935703934e+02	7.141979372073531e-01	0.000000000000000e+00	0.000000000000000e+00	2.659623742654387e-01	-2.722703939673396e-03	5.143045326587863e-02	
60	9.456200888756056e-03	-1.658322276403875e-02	1.099264750265035e-04	0.000000000000000e+00	0.000000000000000e+00	2.380561462592076e+01	9.522245850368304e+00	3.017640040077187e+02	5.411654591518796e-01	0.000000000000000e+00	0.000000000000000e+00	2.684109509387609e-01	-3.465952422942810e-03	5.035391171363663e-02	
61	1.411885488706022e-02	-2.005675514371542e-02	1.071537931097592e-04	0.000000000000000e+00	0.000000000000000e+00	2.317170854330024e+01	9.268683417320094e+00	3.013289406265719e+02	3.745926312417745e-01	0.000000000000000e+00	0.000000000000000e+00	2.571840513452541e-01	-3.891489876231649e-03	4.816679481532766e-02	
62	2.028844439353775e-02	-2.375298373685266e-02	1.046218237973157e-04	0.000000000000000e+00	0.000000000000000e+00	2.259379834236738e+01	9.037519336946950e+00	3.009243272838340e+02	2.227339583457288e-01	0.000000000000000e+00	0.000000000000000e+00	2.362863725351645e-01	-4.003415517044743e-03	4.526211948215171e-02	
63	2.825716153325324e-02	-2.764329463885544e-02	1.024194670415443e-04	0.000000000000000e+00	0.000000000000000e+00	2.209222784811067e+01	8.836891139244267e+00	3.005711816752732e+02	9.093522992964051e-02	0.000000000000000e+00	0.000000000000000e+00	2.117188856207316e-01	-3.897112787060250e-03	4.212579925004188e-02	
64	3.836750218103443e-02	-3.169103502728139e-02	1.005545586323786e-04	0.000000000000000e+00	0.000000000000000e+00	2.166847041424638e+01	8.667388165698551e+00	3.002733767791390e+02	-2.041639776717041e-02	0.000000000000000e+00	0.000000000000000e+00	1.866028694996665e-01	-3.663311433621125e-03	3.899107454414178e-02	
65	5.101105284636358e-02	-3.585086180125308e-02	9.901096668405331e-05	0.000000000000000e+00	0.000000000000000e+00	2.131851579295351e+01	8.527406317181404e+00	3.000295298751038e+02	-1.123747059569009e-01	0.000000000000000e+00	0.000000000000000e+00	1.628357174702304e-01	-3.364579224067933e-03	3.599747241331295e-02	
66	6.662653667717137e-02	-4.005717250725216e-02	9.776143429011737e-05	0.000000000000000e+00	0.000000000000000e+00	2.103579289462389e+01	8.414317157849554e+00	2.998345383567222e+02	-1.866663936072598e-01	0.000000000000000e+00	0.000000000000000e+00	1.411098161106886e-01	-3.034431514481310e-03	3.319075348712970e-02	
67	8.568586870662181e-02	-4.422247393537012e-02	9.677704130645138e-05	0.000000000000000e+00	0.000000000000000e+00	2.081346581379532e+01	8.325386325518126e+00	2.996832018060374e+02	-2.450877459020966e-01	0.000000000000000e+00	0.000000000000000e+00	1.217531150163907e-01	-2.696022695073583e-03	3.059493837019098e-02	
68	1.086724998818798e-01	-4.822800051961691e-02	9.603049334170462e-05	0.000000000000000e+00	0.000000000000000e+00	2.064511852096599e+01	8.258047408386394e+00	2.995701639415440e+02	-2.893247163404745e-01	0.000000000000000e+00	0.000000000000000e+00	1.046630970294275e-01	-2.358677791162121e-03	2.819789271629483e-02	
69	1.360446480181137e-01	-5.192473744706427e-02	9.549841087541363e-05	0.000000000000000e+00	0.000000000000000e+00	2.052531146376978e+01	8.210124585507911e+00	2.994911185706219e+02	-3.208066674810298e-01	0.000000000000000e+00	0.000000000000000e+00	8.966758200608964e-02	-2.028627697635568e-03	2.598385063024208e-02	
70	1.681853680736459e-01	-5.513655961842473e-02	9.515923094126926e-05	0.000000000000000e+00	0.000000000000000e+00	2.044906198900956e+01	8.179624795603821e+00	2.994420618999965e+02	-3.408429015316091e-01	0.000000000000000e+00	0.000000000000000e+00	7.654847233962173e-02	-1.710940463597257e-03	2.393339900745668e-02	
71	2.053397939156306e-01	-5.767297260920276e-02	9.499151095447576e-05	0.000000000000000e+00	0.000000000000000e+00	2.041145949909055e+01	8.164583799636217e+00	2.994191688665819e+02	-3.507237864986342e-01	0.000000000000000e+00	0.000000000000000e+00	6.511720183213307e-02	-1.411707648740815e-03	2.203178728367255e-02	
72	2.475460822652306e-01	-5.934870275736510e-02	9.497208422519970e-05	0.000000000000000e+00	0.000000000000000e+00	2.040723215253300e+01	8.162892861013198e+00	2.994183913050337e+02	-3.518346152001602e-01	0.000000000000000e+00	0.000000000000000e+00	5.521084051133412e-02	-1.137525363850877e-03	2.026874740488352e-02	
73	2.945703574412808e-01	-6.001092179226845e-02	9.507514229248295e-05	0.000000000000000e+00	0.000000000000000e+00	2.043053832372885e+01	8.172215329491538e+00	2.994354138909030e+02	-3.457104038220314e-01	0.000000000000000e+00	0.000000000000000e+00	4.670028838649531e-02	-8.947882295971463e-04	1.864069929504423e-02	
74	3.458610353322331e-01	-5.956772258312196e-02	9.527242393485593e-05	0.000000000000000e+00	0.000000000000000e+00	2.047500446421388e+01	8.190001785685549e+00	2.994657278351816e+02	-3.340259430321620e-01	0.000000000000000e+00	0.000000000000000e+00	3.947639818457086e-02	-6.881557296606212e-04	1.714973138258360e-02	
75	4.005384951103617e-01	-5.800996847422149e-02	9.553484838770647e-05	0.000000000000000e+00	0.000000000000000e+00	2.053408935132300e+01	8.213635740529199e+00	2.995049230247482e+02	-3.185000835991206e-01	0.000000000000000e+00	0.000000000000000e+00	3.343099954449735e-02	-5.191798229543459e-04	1.580051973609775e-02	
76	4.574322489186246e-01	-5.541934488431295e-02	9.583492365511263e-05	0.000000000000000e+00	0.000000000000000e+00	2.060162234127390e+01	8.240648936509558e+00	2.995490572150293e+02	-3.007542985029396e-01	0.000000000000000e+00	0.000000000000000e+00	2.844586731170213e-02	-3.860419631580664e-04	1.459705506829919e-02	
77	5.151676454924479e-01	-5.195820151382688e-02	9.614908613656318e-05	0.000000000000000e+00	0.000000000000000e+00	2.067232118261619e+01	8.268928473046474e+00	2.995949025432694e+02	-2.821766160114422e-01	0.000000000000000e+00	0.000000000000000e+00	2.438666724193773e-02	-2.842403692715549e-04	1.353888395855013e-02	
78	5.722912085583375e-01	-4.784462799667154e-02	9.645911751202022e-05	0.000000000000000e+00	0.000000000000000e+00	2.074209976731026e+01	8.296839906924104e+00	2.996399881030903e+02	-2.638407512852237e-01	0.000000000000000e+00	0.000000000000000e+00	2.110832961412878e-02	-2.079736521133669e-04	1.261927380511599e-02	
79	6.274119461664216e-01	-4.332028299388705e-02	9.675256696476057e-05	0.000000000000000e+00	0.000000000000000e+00	2.080816043580187e+01	8.323264174320746e+00	2.996826001480401e+02	-2.464818511800389e-01	0.000000000000000e+00	0.000000000000000e+00	1.846543909773021e-02	-1.513947729198255e-04	1.182534648325583e-02	
80	6.793303541718483e-01	-3.861986215905402e-02	9.702209430509087e-05	0.000000000000000e+00	0.000000000000000e+00	2.086883969997228e+01	8.347535879988909e+00	2.997215671633496e+02	-2.305370339500397e-01	0.000000000000000e+00	0.000000000000000e+00	1.632300573594069e-02	-1.095111973697448e-04	1.113986166822568e-02	
81	7.271310437432807e-01	-3.394866821151123e-02	9.726409765275049e-05	0.000000000000000e+00	0.000000000000000e+00	2.092331032472420e+01	8.369324129889680e+00	2.997561974682765e+02	-2.162236738928996e-01	0.000000000000000e+00	0.000000000000000e+00	1.455845378192678e-02	-7.849495614297458e-05	1.054165664670910e-02	
82	7.702258399165343e-01	-2.947009979984740e-02	9.747844241775921e-05	0.000000000000000e+00	0.000000000000000e+00	2.097157166282965e+01	8.388628665131856e+00	2.997869573645708e+02	-2.035419410820768e-01	0.000000000000000e+00	0.000000000000000e+00	1.307128740543967e-02	-5.547436625490574e-05	1.000982061458935e-02	
83	8.083480913994056e-01	-2.530187009116070e-02	9.766700429649254e-05	0.000000000000000e+00	0.000000000000000e+00	2.101409238994318e+01	8.405636955977270e+00	2.998148272845975e+02	-1.923686806350155e-01	0.000000000000000e+00	0.000000000000000e+00	1.180294082843343e-02	-3.853284997014631e-05	9.533446951736824e-03	
84	8.415096603631895e-01	-2.151822722931942e-02	9.783173139875945e-05	0.000000000000000e+00	0.000000000000000e+00	2.105132536418001e+01	8.420530145672000e+00	2.998403254984406e+02	-1.825848940770867e-01	0.000000000000000e+00	0.000000000000000e+00	1.073339693881114e-02	-2.638042546103800e-05	9.114166954951286e-03	
