TITLE = "Visualization of the surface solution"
VARIABLES = "x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity", "Skin_Friction_Coefficient", "Heat_Flux", "Y_Plus"
ZONE NODES= 103, ELEMENTS= 103, DATAPACKING=POINT, ZONETYPE=FELINESEG
0.000000e+00	0.000000e+00	1.203672e-04	0.000000e+00	0.000000e+00	2.619522e+01	1.047809e+01	3.032523e+02	1.169087e+00	0.000000e+00	0.000000e+00	6.648678e-02	1.157741e-04	3.184551e-02	
1.000000e+00	1.260000e-03	9.840977e-05	0.000000e+00	0.000000e+00	2.118487e+01	8.473950e+00	2.999701e+02	-1.474921e-01	0.000000e+00	0.000000e+00	1.185678e-02	5.135721e-06	1.097648e-02	
1.000000e+00	-1.260000e-03	9.831039e-05	0.000000e+00	0.000000e+00	2.116367e+01	8.465468e+00	2.999728e+02	-1.530640e-01	0.000000e+00	0.000000e+00	1.468839e-02	6.624281e-06	1.221081e-02	
1.770939e-04	9.841940e-04	1.197538e-04	0.000000e+00	0.000000e+00	2.605760e+01	1.042304e+01	3.032044e+02	1.132925e+00	0.000000e+00	0.000000e+00	9.451326e-02	-7.898294e-05	3.866118e-02	
3.985107e-04	2.214712e-03	1.193905e-04	0.000000e+00	0.000000e+00	2.597197e+01	1.038879e+01	3.031277e+02	1.110424e+00	0.000000e+00	0.000000e+00	1.189103e-01	-1.588952e-04	4.178735e-02	
6.751904e-04	3.752351e-03	1.189956e-04	0.000000e+00	0.000000e+00	2.587490e+01	1.034996e+01	3.029968e+02	1.084915e+00	0.000000e+00	0.000000e+00	1.617816e-01	-3.827756e-04	4.633434e-02	
1.047316e-03	5.664270e-03	1.174370e-04	0.000000e+00	0.000000e+00	2.551711e+01	1.020684e+01	3.027727e+02	9.908978e-01	0.000000e+00	0.000000e+00	2.532947e-01	-1.097549e-03	5.449751e-02	
2.041388e-03	7.885552e-03	1.146986e-04	0.000000e+00	0.000000e+00	2.489338e+01	9.957351e+00	3.024239e+02	8.269993e-01	0.000000e+00	0.000000e+00	2.897201e-01	-2.152834e-03	5.629782e-02	
3.647693e-03	1.045617e-02	1.119319e-04	0.000000e+00	0.000000e+00	2.425983e+01	9.703932e+00	3.020121e+02	6.605209e-01	0.000000e+00	0.000000e+00	3.110763e-01	-3.040398e-03	5.649562e-02	
6.036884e-03	1.337540e-02	1.088466e-04	0.000000e+00	0.000000e+00	2.355427e+01	9.421710e+00	3.015403e+02	4.751201e-01	0.000000e+00	0.000000e+00	3.216294e-01	-4.038826e-03	5.564999e-02	
9.456201e-03	1.658322e-02	1.056992e-04	0.000000e+00	0.000000e+00	2.283569e+01	9.134275e+00	3.010458e+02	2.862957e-01	0.000000e+00	0.000000e+00	3.086965e-01	-4.611006e-03	5.304916e-02	
1.411885e-02	2.005676e-02	1.028390e-04	0.000000e+00	0.000000e+00	2.218385e+01	8.873539e+00	3.005865e+02	1.150105e-01	0.000000e+00	0.000000e+00	2.844814e-01	-4.775642e-03	4.972227e-02	
2.028844e-02	2.375298e-02	1.003662e-04	0.000000e+00	0.000000e+00	2.162151e+01	8.648602e+00	3.001848e+02	-3.275742e-02	0.000000e+00	0.000000e+00	2.532032e-01	-4.605854e-03	4.597844e-02	
2.825716e-02	2.764329e-02	9.833301e-05	0.000000e+00	0.000000e+00	2.116029e+01	8.464116e+00	2.998559e+02	-1.539519e-01	0.000000e+00	0.000000e+00	2.208128e-01	-4.245308e-03	4.223130e-02	
3.836750e-02	3.169104e-02	9.671264e-05	0.000000e+00	0.000000e+00	2.079365e+01	8.317462e+00	2.995973e+02	-2.502937e-01	0.000000e+00	0.000000e+00	1.899938e-01	-3.802268e-03	3.865177e-02	
5.101105e-02	3.585086e-02	9.546220e-05	0.000000e+00	0.000000e+00	2.051145e+01	8.204579e+00	2.994023e+02	-3.244498e-01	0.000000e+00	0.000000e+00	1.621712e-01	-3.340471e-03	3.533110e-02	
6.662654e-02	4.005717e-02	9.453446e-05	0.000000e+00	0.000000e+00	2.030258e+01	8.121032e+00	2.992619e+02	-3.793346e-01	0.000000e+00	0.000000e+00	1.376217e-01	-2.888433e-03	3.227989e-02	
8.568587e-02	4.422247e-02	9.388568e-05	0.000000e+00	0.000000e+00	2.015690e+01	8.062760e+00	2.991677e+02	-4.176150e-01	0.000000e+00	0.000000e+00	1.163427e-01	-2.462963e-03	2.949632e-02	
1.086725e-01	4.822800e-02	9.347745e-05	0.000000e+00	0.000000e+00	2.006554e+01	8.026215e+00	2.991123e+02	-4.416222e-01	0.000000e+00	0.000000e+00	9.798246e-02	-2.067376e-03	2.694970e-02	
1.360446e-01	5.192474e-02	9.327769e-05	0.000000e+00	0.000000e+00	2.002115e+01	8.008458e+00	2.990897e+02	-4.532873e-01	0.000000e+00	0.000000e+00	8.218496e-02	-1.704403e-03	2.461053e-02	
1.681854e-01	5.513656e-02	9.325778e-05	0.000000e+00	0.000000e+00	2.001719e+01	8.006877e+00	2.990945e+02	-4.543261e-01	0.000000e+00	0.000000e+00	6.860012e-02	-1.372824e-03	2.244935e-02	
2.053398e-01	5.767297e-02	9.339023e-05	0.000000e+00	0.000000e+00	2.004746e+01	8.018985e+00	2.991219e+02	-4.463723e-01	0.000000e+00	0.000000e+00	5.694383e-02	-1.079593e-03	2.044398e-02	
2.475461e-01	5.934870e-02	9.364701e-05	0.000000e+00	0.000000e+00	2.010561e+01	8.042244e+00	2.991670e+02	-4.310926e-01	0.000000e+00	0.000000e+00	4.698435e-02	-8.228222e-04	1.857895e-02	
